#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_001639275.1	PRJNA318760	SAMN04867341	LWMU00000000.1	representative genome	66851	66851	Methanobrevibacter oralis	strain=DSM 7256		latest	Contig	Major	Full	2016/04/29	ASM163927v1	Goettingen Genomics Laboratory	GCF_001639275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/275/GCA_001639275.1_ASM163927v1		assembly from type material
GCA_900289035.1	PRJEB24872	SAMEA104570764	OKQL00000000.1	na	66851	66851	Methanobrevibacter oralis	strain=M2 CSUR P5920		latest	Scaffold	Major	Full	2018/02/21	PRJEB24872	URMITE	GCF_900289035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/289/035/GCA_900289035.1_PRJEB24872		
GCA_000092305.1	PRJNA32611	SAMN00017484		representative genome	573063	67760	Methanocaldococcus infernus ME	strain=ME		latest	Complete Genome	Major	Full	2010/04/30	ASM9230v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000092305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/305/GCA_000092305.1_ASM9230v1		assembly from type material
GCA_000337135.1	PRJNA174931	SAMN02471674	AOIN00000000.1	na	1227492	68911	Natrialba chahannaoensis JCM 10990	strain=JCM 10990		latest	Contig	Major	Full	2013/02/04	ASM33713v1	University of California, Davis	GCF_000337135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/135/GCA_000337135.1_ASM33713v1		assembly from type material
GCA_000230735.3	PRJNA52951	SAMN02261373		representative genome	797303	69525	Natrinema pellirubrum DSM 15624	strain=DSM 15624		latest	Complete Genome	Major	Full	2012/12/27	ASM23073v3	JGI	GCF_000230735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/735/GCA_000230735.3_ASM23073v3		assembly from type material
GCA_000337635.1	PRJNA174937	SAMN02471626	AOIE00000000.1	na	797303	69525	Natrinema pellirubrum DSM 15624	strain=DSM 15624		latest	Contig	Major	Full	2013/02/04	ASM33763v1	University of California, Davis	GCF_000337635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/635/GCA_000337635.1_ASM33763v1		assembly from type material
GCA_000337615.1	PRJNA174936	SAMN02471671	AOII00000000.1	na	1227495	69527	Natrinema pallidum DSM 3751	strain=DSM 3751		latest	Contig	Major	Full	2013/02/04	ASM33761v1	University of California, Davis	GCF_000337615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/615/GCA_000337615.1_ASM33761v1		assembly from type material
GCA_000019805.1	PRJNA15645	SAMN02598332		na	444157	70771	Pyrobaculum neutrophilum V24Sta	strain=V24Sta		latest	Complete Genome	Major	Full	2008/03/27	ASM1980v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000019805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/805/GCA_000019805.1_ASM1980v1	missing rRNA genes	assembly from type material
GCA_000430905.1	PRJNA188868	SAMN02441137	AUMX00000000.1	representative genome	1122230	71518	Methanocorpusculum bavaricum DSM 4179	strain=DSM 4179		latest	Scaffold	Major	Full	2013/07/16	ASM43090v1	DOE Joint Genome Institute	GCF_000430905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/905/GCA_000430905.1_ASM43090v1		assembly from type material
GCA_002214385.1	PRJNA274230	SAMN03324159		representative genome	71997	71997	Thermococcus gorgonarius	strain=W-12		latest	Complete Genome	Major	Full	2017/07/05	ASM221438v1	Ecole Normale Superieure de Lyon	GCF_002214385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/385/GCA_002214385.1_ASM221438v1		assembly from type material
GCA_002214485.1	PRJNA274230	SAMN03324161		representative genome	71998	71998	Thermococcus pacificus	strain=P-4		latest	Complete Genome	Major	Full	2017/07/05	ASM221448v1	Ecole Normale Superieure de Lyon	GCF_002214485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/485/GCA_002214485.1_ASM221448v1		assembly from type material
GCA_002214505.1	PRJNA274230	SAMN03324165		representative genome	72803	72803	Thermococcus siculi	strain=RG-20		latest	Complete Genome	Major	Full	2017/07/05	ASM221450v1	Ecole Normale Superieure de Lyon	GCF_002214505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/505/GCA_002214505.1_ASM221450v1		assembly from type material
GCA_000024625.1	PRJNA33047	SAMN02598493		representative genome	579137	73913	Methanocaldococcus vulcanius M7	strain=M7		latest	Complete Genome	Major	Full	2009/10/15	ASM2462v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000024625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1		assembly from type material
GCA_002078355.1	PRJNA316151	SAMN03952737		na	74969	74969	Ferroplasma acidiphilum	strain=Y		latest	Complete Genome	Major	Full	2017/04/04	ASM207835v1	Max Planck Institute for Chemical Ecology	GCF_002078355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/355/GCA_002078355.1_ASM207835v1		assembly from type material
GCA_000018305.1	PRJNA17421	SAMN00623034		representative genome	397948	76887	Caldivirga maquilingensis IC-167	strain=IC-167		latest	Complete Genome	Major	Full	2007/10/05	ASM1830v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000018305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/305/GCA_000018305.1_ASM1830v1		assembly from type material
GCA_001315825.1	PRJDB782	SAMD00000474	BBBA00000000.1	na	1293036	79601	Metallosphaera hakonensis JCM 8857 = DSM 7519	strain=JCM 8857		latest	Contig	Major	Full	2015/10/01	ASM131582v1	The University of Tokyo	GCF_001315825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/825/GCA_001315825.1_ASM131582v1	many frameshifted proteins	assembly from type material
GCA_003201675.1	PRJNA463410	SAMN09071531		na	1293036	79601	Metallosphaera hakonensis JCM 8857 = DSM 7519	strain=HO1-1		latest	Complete Genome	Major	Full	2018/06/07	ASM320167v1	North Carolina State University	GCF_003201675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/675/GCA_003201675.1_ASM320167v1		assembly from type material
GCA_000008265.1	PRJNA10641	SAMN02603345		representative genome	263820	82076	Picrophilus torridus DSM 9790	strain=DSM 9790		latest	Complete Genome	Major	Full	2004/06/08	ASM826v1	Institut of Microbiology and Genetics, University of Goettingen	GCF_000008265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/265/GCA_000008265.1_ASM826v1		assembly from type material
GCA_000023985.1	PRJNA32615	SAMN02598490		representative genome	573064	83171	Methanocaldococcus fervens AG86	strain=AG86		latest	Complete Genome	Major	Full	2009/08/28	ASM2398v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000023985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/985/GCA_000023985.1_ASM2398v1		assembly from type material
GCA_000024185.1	PRJNA34681	SAMN02603710		representative genome	634498	83816	Methanobrevibacter ruminantium M1	strain=M1		latest	Complete Genome	Major	Full	2010/02/05	ASM2418v1	Pastoral Greenhouse Gas Research Consortium	GCF_000024185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1		assembly from type material
GCA_000966265.1	PRJNA33583	SAMN02744072	LANF00000000.1	representative genome	588319	83868	Palaeococcus ferrophilus DSM 13482	strain=DSM 13482		latest	Contig	Major	Full	2015/03/30	ASM96626v1	DOE Joint Genome Institute	GCF_000966265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/265/GCA_000966265.1_ASM96626v1		assembly from type material
GCA_000015765.1	PRJNA18109	SAMN00623052		representative genome	410358	83984	Methanocorpusculum labreanum Z	strain=Z		latest	Complete Genome	Major	Full	2007/02/01	ASM1576v1	DOE Joint Genome Institute	GCF_000015765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1		assembly from type material
GCA_003250025.1	PRJNA385762	SAMN09288103	QKHN00000000.1	na	83984	83984	Methanocorpusculum labreanum		SZUA-555	latest	Contig	Major	Full	2018/06/19	ASM325002v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/025/GCA_003250025.1_ASM325002v1	derived from metagenome ; low contig N50	
GCA_000304355.2	PRJEB167	SAMEA2272323		representative genome	1201294	83986	Methanoculleus bourgensis MS2	strain=MS2T		latest	Complete Genome	Major	Full	2014/02/04	Mb_MS2	irena.maus	GCF_000304355.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/355/GCA_000304355.2_Mb_MS2		assembly from type material
GCA_900079125.1	PRJEB13327	SAMEA3921042		na	83986	83986	Methanoculleus bourgensis		BA1	latest	Complete Genome	Major	Full	2016/05/05	MBBA	CEBITEC	GCF_900079125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA		
GCA_000025285.1	PRJNA32583	SAMN00017459		representative genome	572546	84156	Archaeoglobus profundus DSM 5631	strain=DSM 5631		latest	Complete Genome	Major	Full	2010/01/19	ASM2528v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000025285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/285/GCA_000025285.1_ASM2528v1		assembly from type material
GCA_000092465.1	PRJNA33683	SAMN00002730		na	591019	84599	Staphylothermus hellenicus DSM 12710	strain=DSM 12710		latest	Complete Genome	Major	Full	2010/06/01	ASM9246v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000092465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/465/GCA_000092465.1_ASM9246v1		assembly from type material
GCA_900036045.1	PRJEB12532	SAMEA3857231		na	86622	86622	Methanoculleus sp. MAB1		Methanoculleus sp MAB1	latest	Complete Genome	Major	Full	2016/02/15	Methanoculleus sp MAB1	SLU	GCF_900036045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/036/045/GCA_900036045.1_Methanoculleus_sp_MAB1		
GCA_000337195.1	PRJNA174938	SAMN02471670	AOID00000000.1	representative genome	1227496	88724	Natrinema versiforme JCM 10478	strain=JCM 10478		latest	Contig	Major	Full	2013/02/04	ASM33719v1	University of California, Davis	GCF_000337195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/195/GCA_000337195.1_ASM33719v1		assembly from type material
GCA_003157115.1	PRJNA386568	SAMN08179606	PMIM00000000.1	na	90426	90426	Methanothrix sp.		fen_54	latest	Scaffold	Major	Full	2018/05/24	20120600_E3D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/115/GCA_003157115.1_20120600_E3D	derived from metagenome	
GCA_003157915.1	PRJNA386568	SAMN08179541	PMKY00000000.1	na	90426	90426	Methanothrix sp.		fen_46	latest	Scaffold	Major	Full	2018/05/24	20120600_E1D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/915/GCA_003157915.1_20120600_E1D	derived from metagenome	
GCA_003162615.1	PRJNA386568	SAMN08178753	PMNG00000000.1	na	90426	90426	Methanothrix sp.		fen_7	latest	Scaffold	Major	Full	2018/05/25	20100900_E3D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/615/GCA_003162615.1_20100900_E3D	derived from metagenome	
GCA_003170635.1	PRJNA386568	SAMN08179061	PMYV00000000.1	na	90426	90426	Methanothrix sp.		fen_31	latest	Scaffold	Major	Full	2018/05/25	20110800_E2M	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/635/GCA_003170635.1_20110800_E2M	derived from metagenome	
GCA_003857025.1	PRJNA330672	SAMN10417331	RPOO00000000.1	na	90426	90426	Methanothrix sp.		bin.308	latest	Contig	Major	Full	2018/12/03	ASM385702v1	The Ohio State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/857/025/GCA_003857025.1_ASM385702v1	derived from metagenome	
GCA_000020905.1	PRJNA28141	SAMN02603098		representative genome	490899	94694	Desulfurococcus amylolyticus 1221n	strain=1221n		latest	Complete Genome	Major	Full	2008/12/24	ASM2090v1	Centre 'Bioengineering' RAS	GCF_000020905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/905/GCA_000020905.1_ASM2090v1		assembly from synonym type material
GCA_000231015.3	PRJNA49401	SAMN02232017		na	768672	94694	Desulfurococcus amylolyticus DSM 16532	strain=DSM 16532		latest	Complete Genome	Major	Full	2012/06/07	ASM23101v3	DOE Joint Genome Institute	GCF_000231015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/015/GCA_000231015.3_ASM23101v3		assembly from synonym type material
GCA_000513855.1	PRJNA210335	SAMN02597199	AZUU00000000.1	na	1150674	94694	Desulfurococcus amylolyticus Z-533	strain=Z-533		latest	Scaffold	Major	Full	2014/01/07	ASM51385v1	DOE Joint Genome Institute	GCF_000513855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/855/GCA_000513855.1_ASM51385v1		assembly from type material
GCA_000152265.2	PRJNA239	SAMN02604346		representative genome	333146	97393	Ferroplasma acidarmanus fer1	strain=fer1		latest	Complete Genome	Major	Full	2013/06/26	ASM15226v2	DOE Joint Genome Institute	GCF_000152265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/265/GCA_000152265.2_ASM15226v2		assembly from type material
GCA_000247545.1	PRJNA42375	SAMN02604076		na	698757	99007	Pyrobaculum oguniense TE7	strain=TE7		latest	Complete Genome	Major	Full	2012/02/10	ASM24754v1	UCSC-Lowelab	GCF_000247545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/545/GCA_000247545.1_ASM24754v1	missing rRNA genes	assembly from type material
GCA_000328665.1	PRJNA50749	SAMN02261367		representative genome	867904	101192	Methanomethylovorans hollandica DSM 15978	strain=DSM 15978		latest	Complete Genome	Major	Full	2012/12/28	ASM32866v1	JGI	GCF_000328665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1		assembly from type material
GCA_000816105.1	PRJNA230529	SAMN02429659		representative genome	1432656	110164	Thermococcus guaymasensis DSM 11113	strain=DSM 11113		latest	Complete Genome	Major	Full	2015/01/07	ASM81610v1	University of Waterloo	GCF_000816105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/105/GCA_000816105.1_ASM81610v1		assembly from type material
GCA_000011205.1	PRJNA246	SAMD00061096		representative genome	273063	111955	Sulfurisphaera tokodaii str. 7	strain=7		latest	Complete Genome	Major	Full	2004/05/11	ASM1120v1	NITE	GCF_000011205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/205/GCA_000011205.1_ASM1120v1		assembly from type material
GCA_001006045.1	PRJNA258102	SAMN02988852		representative genome	113653	113653	Geoglobus ahangari	strain=234		latest	Complete Genome	Major	Full	2015/05/11	ASM100604v1	Michigan State University	GCF_001006045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/045/GCA_001006045.1_ASM100604v1		assembly from type material
GCA_000336735.1	PRJNA174901	SAMN02471657	AOLL00000000.1	na	1227458	114529	Haloferax alexandrinus JCM 10717	strain=JCM 10717		latest	Contig	Major	Full	2013/02/04	ASM33673v1	University of California, Davis	GCF_000336735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/735/GCA_000336735.1_ASM33673v1		assembly from type material
GCA_000723845.1	PRJEB5511	SAMEA3139050	CCDK000000000.1	na	114529	114529	Haloferax alexandrinus	strain=Arc-Hr		latest	Scaffold	Major	Full	2014/06/12	PRJEB5511_assembly_1	URMITE	GCF_000723845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/845/GCA_000723845.1_PRJEB5511_assembly_1		
GCA_000965745.1	PRJNA256113	SAMN02940502		na	115547	115547	uncultured archaeon			latest	Chromosome	Major	Partial	2015/03/30	ASM96574v1	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/965/745/GCA_000965745.1_ASM96574v1	derived from environmental source ; partial	
GCA_900095295.1	PRJEB14599	SAMEA4378819		representative genome	118062	118062	Methanobacterium congolense		Buetzberg	latest	Complete Genome	Major	Full	2016/09/08	MCBB	CEBITEC	GCF_900095295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB		
GCA_001315965.1	PRJDB789	SAMD00000410	BBBH00000000.1	na	1293042	118126	Methanoculleus chikugoensis JCM 10825	strain=JCM 10825		latest	Contig	Major	Full	2015/10/01	ASM131596v1	The University of Tokyo	GCF_001315965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/965/GCA_001315965.1_ASM131596v1	many frameshifted proteins	assembly from type material
GCA_900095385.1	PRJEB15169	SAMEA4384483	FMID00000000.1	representative genome	118126	118126	Methanoculleus chikugoensis		L21-II-0	latest	Contig	Major	Full	2016/12/16	L21	CEBITEC	GCF_900095385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/385/GCA_900095385.1_L21		
GCA_000337415.1	PRJNA174921	SAMN02471631	AOJD00000000.1	representative genome	1227485	119434	Halorubrum tebenquichense DSM 14210	strain=DSM 14210		latest	Contig	Major	Full	2013/02/04	ASM33741v1	University of California, Davis	GCF_000337415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/415/GCA_000337415.1_ASM33741v1		assembly from type material
GCA_000016385.1	PRJNA15582	SAMN02598330		na	340102	121277	Pyrobaculum arsenaticum DSM 13514	strain=DSM 13514		latest	Complete Genome	Major	Full	2007/04/16	ASM1638v1	DOE Joint Genome Institute	GCF_000016385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1	missing rRNA genes	assembly from type material
GCA_000337115.1	PRJNA174927	SAMN02471662	AOIR00000000.1	na	1227489	121872	Haloterrigena thermotolerans DSM 11522	strain=DSM 11522		latest	Contig	Major	Full	2013/02/04	ASM33711v1	University of California, Davis	GCF_000337115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/115/GCA_000337115.1_ASM33711v1		
GCA_002214525.1	PRJNA274230	SAMN03324166		na	122420	122420	Thermococcus sp. P6	strain=P6		latest	Complete Genome	Major	Full	2017/07/05	ASM221452v1	Ecole Normale Superieure de Lyon	GCF_002214525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/525/GCA_002214525.1_ASM221452v1		
GCA_000337575.1	PRJNA174932	SAMN02471673	AOIM00000000.1	representative genome	1227493	123783	Natrialba hulunbeirensis JCM 10989	strain=JCM 10989		latest	Contig	Major	Full	2013/02/04	ASM33757v1	University of California, Davis	GCF_000337575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/575/GCA_000337575.1_ASM33757v1		assembly from type material
GCA_000337535.1	PRJNA174929	SAMN02471628	AOIP00000000.1	na	1227491	129789	Natrialba aegyptia DSM 13077	strain=DSM 13077		latest	Contig	Major	Full	2013/02/04	ASM33753v1	University of California, Davis	GCF_000337535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/535/GCA_000337535.1_ASM33753v1		assembly from type material
GCA_000337895.1	PRJNA174895	SAMN02471660	AOMA00000000.1	representative genome	1227454	130048	Halobiforma nitratireducens JCM 10879	strain=JCM 10879		latest	Contig	Major	Full	2013/02/04	ASM33789v1	University of California, Davis	GCF_000337895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/895/GCA_000337895.1_ASM33789v1		assembly from type material
GCA_900095815.1	PRJEB15255	SAMEA4408318		representative genome	145261	145261	Methanothermobacter wolfeii		SIV6	latest	Complete Genome	Major	Full	2016/12/16	SIV6	CEBITEC	GCF_900095815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6		
GCA_000008645.1	PRJNA289	SAMN02603244		representative genome	187420	145262	Methanothermobacter thermautotrophicus str. Delta H	strain=Delta H		latest	Complete Genome	Major	Full	1999/12/22	ASM864v1	Genome Therapeutics Corporation	GCF_000008645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1		assembly from type material
GCA_000145295.1	PRJNA40103	SAMN02603260		representative genome	79929	145263	Methanothermobacter marburgensis str. Marburg	strain=Marburg		latest	Complete Genome	Major	Full	2010/08/11	ASM14529v1	Georg-August-University Goettingen	GCF_000145295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1		assembly from type material
GCA_000023945.1	PRJNA29305	SAMN00002611		representative genome	519442	146826	Halorhabdus utahensis DSM 12940	strain=DSM 12940		latest	Complete Genome	Major	Full	2009/08/27	ASM2394v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000023945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1		assembly from type material
GCA_900112205.1	PRJEB17125	SAMN05444422	FOKW00000000.1	na	148448	148448	Halobiforma haloterrestris	strain=DSM 13078		latest	Scaffold	Major	Full	2016/11/02	IMG-taxon 2693429869 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCF_900112205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/205/GCA_900112205.1_IMG-taxon_2693429869_annotated_assembly		assembly from type material
GCA_003610195.1	PRJNA303707	SAMN04488555	RAPO00000000.1	na	148449	148449	Halopiger aswanensis	strain=DSM 13151		latest	Scaffold	Major	Full	2018/10/02	ASM361019v1	DOE Joint Genome Institute	GCF_003610195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/610/195/GCA_003610195.1_ASM361019v1		assembly from type material
